id_paquete;peso;descripcion
2665;9.7;Fragil
2666;10.2;Sin descripcion
2667;10.3;Sin descripcion
2668;4.2;Sin descripcion
2669;7.3;Fragil
2670;4.7;Sin descripcion
2671;10.9;Sin descripcion
2672;2.5;Fragil
2673;10.2;Sin descripcion
2674;10.1;Sin descripcion
2675;5.3;Sin descripcion
2676;6.0;Sin descripcion
2677;3.8;Sin descripcion
2678;1.3;Fragil
2679;8.3;Fragil
2680;7.8;Sin descripcion
2681;2.9;Sin descripcion
2682;6.4;Fragil
2683;7.1;Sin descripcion
2684;4.3;Fragil
2685;1.3;Sin descripcion
2686;8.8;Sin descripcion
2687;9.3;Fragil
2688;10.7;Fragil
2689;9.8;Sin descripcion
2690;9.0;Sin descripcion
2691;1.3;Fragil
2692;5.5;Sin descripcion
2693;4.8;Fragil
2694;3.3;Sin descripcion
2695;6.3;Sin descripcion
2696;6.4;Sin descripcion
2697;9.5;Sin descripcion
2698;6.7;Sin descripcion
2699;3.8;Fragil
2700;9.5;Fragil
2701;7.9;Sin descripcion
2702;8.5;Sin descripcion
2703;1.7;Sin descripcion
2704;5.1;Sin descripcion
2705;8.9;Sin descripcion
2706;9.3;Fragil
2707;9.0;Fragil
2708;2.5;Fragil
2709;6.6;Fragil
2710;7.5;Fragil
2711;4.3;Fragil
2712;7.1;Sin descripcion
2713;2.2;Sin descripcion
2714;1.7;Sin descripcion
2715;7.5;Sin descripcion
2716;1.2;Fragil
2717;5.5;Sin descripcion
2718;5.6;Sin descripcion
2719;6.0;Fragil
2720;8.8;Fragil
2721;10.1;Sin descripcion
2722;1.1;Sin descripcion
2723;7.4;Sin descripcion
2724;4.7;Fragil
2725;2.6;Fragil
2726;9.0;Fragil
2727;7.8;Sin descripcion
2728;4.2;Fragil
2729;7.5;Sin descripcion
2730;8.3;Fragil
2731;3.1;Sin descripcion
2732;1.8;Sin descripcion
2733;7.5;Sin descripcion
2734;7.7;Sin descripcion
2735;10.7;Sin descripcion
2736;8.8;Sin descripcion
2737;2.3;Fragil
2738;9.9;Fragil
2739;6.2;Fragil
2740;1.1;Sin descripcion
2741;3.2;Fragil
2742;6.9;Sin descripcion
2743;7.3;Sin descripcion
2744;9.5;Sin descripcion
2745;9.3;Sin descripcion
2746;3.8;Sin descripcion
2747;3.0;Fragil
2748;10.4;Sin descripcion
2749;9.8;Sin descripcion
2750;9.7;Fragil
2751;5.2;Fragil
2752;3.8;Fragil
2753;5.9;Fragil
2754;7.6;Fragil
2755;7.5;Fragil
2756;5.3;Fragil
2757;1.1;Fragil
2758;9.4;Fragil
2759;5.5;Sin descripcion
2760;7.1;Fragil
2761;8.2;Fragil
2762;2.0;Sin descripcion
2763;5.0;Fragil
2764;8.8;Sin descripcion
2765;2.7;Fragil
2766;10.4;Sin descripcion
2767;7.3;Fragil
2768;4.8;Sin descripcion
2769;10.3;Fragil
2770;9.9;Sin descripcion
2771;10.6;Sin descripcion
2772;8.2;Sin descripcion
2773;2.7;Sin descripcion
2774;1.5;Fragil
2775;6.6;Fragil
2776;5.4;Fragil
2777;9.4;Fragil
2778;2.7;Sin descripcion
2779;10.9;Sin descripcion
2780;10.9;Sin descripcion
2781;10.4;Sin descripcion
2782;8.8;Sin descripcion
2783;2.6;Fragil
2784;5.4;Fragil
2785;4.0;Fragil
2786;1.7;Fragil
2787;6.9;Sin descripcion
2788;5.4;Fragil
2789;5.6;Sin descripcion
2790;7.4;Fragil
2791;6.2;Fragil
2792;10.0;Sin descripcion
2793;9.8;Sin descripcion
2794;9.1;Sin descripcion
2795;8.7;Fragil
2796;2.0;Fragil
2797;6.7;Sin descripcion
2798;7.4;Sin descripcion
2799;8.5;Fragil
2800;3.0;Sin descripcion
2801;3.7;Fragil
2802;7.6;Sin descripcion
2803;3.8;Fragil
2804;4.6;Fragil
2805;8.6;Fragil
2806;3.9;Fragil
2807;7.7;Sin descripcion
2808;7.3;Sin descripcion
2809;7.5;Sin descripcion
2810;7.7;Fragil
2811;3.8;Sin descripcion
2812;4.9;Sin descripcion
2813;6.7;Sin descripcion
2814;2.1;Fragil
2815;8.8;Fragil
2816;2.2;Sin descripcion
2817;10.1;Sin descripcion
2818;10.9;Sin descripcion
2819;5.2;Fragil
2820;4.5;Sin descripcion
2821;6.2;Fragil
2822;1.8;Fragil
2823;8.3;Fragil
2824;2.2;Fragil
2825;3.1;Fragil
2826;7.2;Fragil
2827;7.2;Sin descripcion
2828;8.5;Sin descripcion
2829;7.3;Fragil
2830;3.3;Sin descripcion
2831;8.0;Sin descripcion
2832;6.8;Fragil
2833;2.6;Sin descripcion
2834;1.8;Sin descripcion
2835;3.4;Fragil
2836;6.1;Fragil
2837;9.6;Sin descripcion
2838;1.6;Fragil
2839;7.6;Fragil
2840;3.7;Sin descripcion
2841;4.5;Sin descripcion
2842;3.9;Fragil
2843;10.8;Sin descripcion
2844;9.1;Sin descripcion
2845;8.0;Fragil
2846;9.8;Fragil
2847;2.1;Sin descripcion
2848;3.3;Sin descripcion
2849;6.8;Fragil
2850;2.8;Fragil
2851;7.5;Sin descripcion
2852;1.2;Fragil
2853;8.1;Sin descripcion
2854;8.3;Sin descripcion
2855;5.7;Fragil
2856;5.1;Sin descripcion
2857;1.7;Sin descripcion
2858;10.2;Sin descripcion
2859;6.8;Sin descripcion
2860;8.0;Sin descripcion
2861;1.5;Fragil
2862;1.3;Sin descripcion
2863;3.6;Sin descripcion
2864;4.7;Sin descripcion
2865;1.4;Sin descripcion
2866;4.5;Fragil
2867;3.8;Sin descripcion
2868;9.2;Fragil
2869;4.6;Sin descripcion
2870;6.0;Fragil
2871;5.9;Sin descripcion
2872;6.6;Sin descripcion
2873;1.3;Sin descripcion
2874;3.2;Sin descripcion
2875;9.4;Sin descripcion
2876;4.1;Fragil
2877;2.0;Sin descripcion
2878;2.6;Sin descripcion
2879;10.7;Fragil
2880;3.8;Fragil
2881;7.8;Fragil
2882;2.2;Fragil
2883;3.4;Fragil
2884;5.1;Sin descripcion
2885;2.7;Sin descripcion
2886;2.7;Sin descripcion
2887;3.2;Sin descripcion
2888;1.8;Fragil
2889;9.8;Fragil
2890;9.9;Sin descripcion
2891;9.3;Fragil
2892;5.9;Fragil
2893;1.4;Fragil
2894;10.7;Sin descripcion
2895;4.3;Sin descripcion
2896;5.6;Sin descripcion
2897;2.3;Sin descripcion
2898;9.2;Fragil
2899;3.6;Sin descripcion
2900;9.3;Fragil
2901;1.2;Fragil
2902;8.9;Sin descripcion
2903;6.7;Sin descripcion
2904;9.3;Fragil
2905;3.0;Sin descripcion
2906;6.2;Fragil
2907;6.7;Fragil
2908;4.9;Fragil
2909;7.6;Sin descripcion
2910;10.8;Sin descripcion
2911;4.9;Sin descripcion
2912;7.3;Sin descripcion
2913;9.8;Fragil
2914;8.9;Sin descripcion
2915;1.7;Fragil
2916;10.2;Sin descripcion
2917;4.1;Fragil
2918;2.5;Fragil
2919;6.9;Sin descripcion
2920;1.3;Sin descripcion
2921;2.6;Fragil
2922;7.2;Fragil
2923;5.6;Fragil
2924;5.1;Fragil
2925;10.9;Sin descripcion
2926;8.4;Sin descripcion
2927;6.5;Sin descripcion
2928;3.6;Sin descripcion
2929;9.1;Fragil
2930;1.6;Sin descripcion
2931;7.1;Fragil
2932;5.6;Fragil
2933;2.6;Fragil
2934;3.2;Sin descripcion
2935;8.7;Fragil
2936;9.2;Fragil
2937;6.0;Sin descripcion
2938;1.8;Fragil
2939;8.7;Sin descripcion
2940;5.9;Fragil
2941;3.7;Fragil
2942;4.7;Sin descripcion
2943;5.7;Fragil
2944;8.7;Sin descripcion
2945;5.3;Fragil
2946;4.4;Fragil
2947;8.0;Sin descripcion
2948;8.8;Sin descripcion
2949;6.4;Sin descripcion
2950;5.1;Sin descripcion
2951;1.4;Fragil
2952;6.1;Fragil
2953;9.6;Fragil
2954;5.5;Sin descripcion
2955;6.4;Sin descripcion
2956;3.7;Sin descripcion
2957;3.7;Sin descripcion
2958;9.3;Sin descripcion
2959;3.3;Sin descripcion
2960;1.6;Fragil
2961;7.2;Fragil
2962;10.2;Sin descripcion
2963;2.0;Fragil
2964;2.9;Sin descripcion
2965;3.3;Sin descripcion
2966;7.1;Sin descripcion
2967;9.5;Sin descripcion
2968;6.5;Fragil
2969;7.9;Fragil
2970;7.7;Sin descripcion
2971;2.1;Fragil
2972;5.7;Sin descripcion
2973;5.9;Sin descripcion
2974;9.7;Sin descripcion
2975;1.4;Fragil
2976;10.2;Fragil
2977;1.0;Fragil
2978;3.7;Fragil
2979;9.2;Sin descripcion
2980;2.4;Sin descripcion
2981;7.8;Fragil
2982;1.7;Fragil
2983;9.2;Sin descripcion
2984;2.5;Sin descripcion
2985;1.1;Sin descripcion
2986;10.2;Sin descripcion
2987;10.4;Sin descripcion
2988;5.4;Sin descripcion
2989;8.8;Sin descripcion
2990;10.5;Sin descripcion
2991;5.2;Sin descripcion
2992;4.2;Sin descripcion
2993;3.8;Fragil
2994;1.7;Fragil
2995;10.5;Fragil
2996;6.0;Sin descripcion
2997;3.0;Sin descripcion
2998;4.1;Fragil
2999;2.8;Fragil
3000;4.2;Sin descripcion
3001;6.2;Sin descripcion
3002;3.9;Fragil
3003;10.2;Fragil
3004;1.6;Fragil
3005;7.2;Sin descripcion
3006;5.4;Sin descripcion
3007;3.3;Sin descripcion
3008;2.0;Fragil
3009;4.5;Sin descripcion
3010;1.5;Sin descripcion
3011;3.3;Sin descripcion
3012;7.0;Sin descripcion
3013;6.3;Sin descripcion
3014;8.6;Fragil
3015;4.4;Fragil
3016;2.8;Sin descripcion
3017;8.1;Sin descripcion
3018;7.3;Sin descripcion
3019;4.4;Sin descripcion
3020;9.0;Fragil
3021;8.4;Sin descripcion
3022;4.9;Sin descripcion
3023;4.4;Fragil
3024;2.5;Sin descripcion
3025;1.9;Fragil
3026;9.9;Fragil
3027;6.2;Sin descripcion
3028;9.0;Sin descripcion
3029;7.9;Sin descripcion
3030;6.1;Sin descripcion
3031;4.7;Fragil
3032;7.1;Fragil
3033;10.2;Sin descripcion
3034;7.7;Fragil
3035;3.1;Fragil
3036;2.8;Fragil
3037;8.2;Sin descripcion
3038;7.9;Sin descripcion
3039;9.4;Fragil
3040;3.6;Sin descripcion
3041;4.5;Fragil
3042;6.7;Fragil
3043;4.5;Fragil
3044;1.0;Fragil
3045;3.1;Fragil
3046;1.1;Sin descripcion
3047;2.1;Sin descripcion
3048;7.5;Fragil
3049;8.9;Sin descripcion
3050;10.2;Fragil
3051;1.4;Sin descripcion
3052;7.8;Fragil
3053;4.0;Sin descripcion
3054;1.8;Fragil
3055;2.8;Fragil
3056;3.4;Sin descripcion
3057;9.3;Fragil
3058;2.2;Sin descripcion
3059;4.5;Fragil
3060;9.4;Sin descripcion
3061;6.6;Fragil
3062;8.0;Fragil
3063;2.0;Sin descripcion
3064;7.9;Fragil
3065;10.2;Sin descripcion
3066;5.9;Fragil
3067;5.9;Sin descripcion
3068;5.8;Sin descripcion
3069;5.8;Fragil
3070;4.6;Fragil
3071;3.3;Fragil
3072;8.0;Sin descripcion
3073;7.6;Fragil
3074;9.1;Fragil
3075;10.0;Fragil
3076;9.4;Sin descripcion
3077;7.0;Sin descripcion
3078;9.3;Sin descripcion
3079;8.5;Sin descripcion
3080;6.8;Fragil
3081;4.5;Fragil
3082;7.0;Fragil
3083;2.6;Sin descripcion
3084;1.9;Sin descripcion
3085;2.8;Sin descripcion
3086;4.6;Sin descripcion
3087;3.8;Sin descripcion
3088;7.3;Fragil
3089;9.9;Sin descripcion
3090;10.3;Fragil
3091;6.9;Fragil
3092;2.5;Sin descripcion
3093;8.0;Fragil
3094;3.7;Fragil
3095;2.7;Fragil
3096;10.5;Fragil
3097;3.8;Fragil
3098;7.7;Sin descripcion
3099;9.6;Sin descripcion
3100;9.0;Sin descripcion
3101;2.9;Sin descripcion
3102;1.3;Fragil
3103;9.5;Fragil
3104;5.8;Fragil
3105;1.9;Fragil
3106;1.3;Sin descripcion
3107;9.9;Fragil
3108;9.9;Fragil
3109;8.0;Fragil
3110;8.0;Fragil
3111;8.0;Sin descripcion
3112;1.9;Fragil
3113;3.3;Sin descripcion
3114;8.5;Sin descripcion
3115;1.8;Fragil
3116;2.5;Fragil
3117;6.7;Sin descripcion
3118;7.6;Fragil
3119;7.6;Sin descripcion
3120;2.2;Sin descripcion
3121;10.6;Fragil
3122;5.7;Fragil
3123;9.5;Fragil
3124;10.2;Sin descripcion
3125;2.9;Fragil
3126;8.5;Fragil
3127;6.0;Sin descripcion
3128;2.9;Fragil
3129;4.4;Sin descripcion
3130;9.1;Sin descripcion
3131;8.0;Sin descripcion
3132;1.6;Fragil
3133;3.4;Sin descripcion
3134;10.3;Sin descripcion
3135;5.2;Fragil
3136;4.8;Sin descripcion
3137;3.3;Sin descripcion
3138;4.9;Sin descripcion
3139;4.7;Fragil
3140;2.3;Fragil
3141;3.5;Sin descripcion
3142;1.0;Fragil
3143;1.4;Fragil
3144;4.1;Sin descripcion
3145;2.9;Sin descripcion
3146;3.9;Sin descripcion
3147;9.7;Fragil
3148;9.0;Sin descripcion
3149;10.3;Fragil
3150;6.8;Fragil
3151;1.3;Fragil
3152;6.5;Sin descripcion
3153;1.4;Fragil
3154;9.4;Fragil
3155;1.0;Fragil
3156;1.7;Sin descripcion
3157;6.1;Sin descripcion
3158;2.8;Sin descripcion
3159;9.5;Sin descripcion
3160;10.1;Fragil
3161;3.0;Fragil
3162;5.9;Sin descripcion
3163;1.0;Sin descripcion
3164;4.8;Sin descripcion
3165;5.7;Sin descripcion
3166;5.6;Fragil
3167;8.7;Fragil
3168;1.2;Fragil
3169;6.2;Fragil
3170;5.4;Sin descripcion
3171;5.8;Fragil
3172;8.4;Sin descripcion
3173;2.5;Fragil
3174;6.0;Sin descripcion
3175;10.2;Sin descripcion
3176;3.9;Sin descripcion
3177;10.7;Fragil
3178;3.2;Sin descripcion
3179;10.3;Fragil
3180;5.0;Fragil
3181;5.4;Fragil
3182;2.6;Sin descripcion
3183;9.7;Sin descripcion
3184;8.3;Sin descripcion
3185;2.3;Fragil
3186;3.9;Sin descripcion
3187;9.4;Sin descripcion
3188;10.8;Sin descripcion
3189;9.1;Fragil
3190;6.3;Fragil
3191;3.4;Fragil
3192;4.8;Sin descripcion
3193;9.7;Sin descripcion
3194;4.8;Fragil
3195;7.8;Fragil
3196;5.3;Fragil
3197;5.5;Sin descripcion
3198;10.0;Fragil
3199;8.6;Sin descripcion
3200;3.6;Sin descripcion
3201;1.0;Fragil
3202;9.0;Fragil
3203;6.5;Fragil
3204;3.5;Fragil
3205;8.4;Sin descripcion
3206;6.8;Fragil
3207;5.8;Fragil
3208;2.2;Fragil
3209;9.5;Fragil
3210;5.5;Sin descripcion
3211;7.3;Fragil
3212;4.2;Fragil
3213;2.1;Sin descripcion
3214;4.1;Fragil
3215;3.8;Sin descripcion
3216;6.9;Fragil
3217;7.6;Fragil
3218;4.2;Sin descripcion
3219;8.0;Fragil
3220;5.8;Sin descripcion
3221;8.4;Fragil
3222;6.6;Sin descripcion
3223;9.7;Sin descripcion
3224;1.9;Fragil
3225;10.5;Sin descripcion
3226;10.3;Fragil
3227;7.6;Fragil
3228;5.7;Sin descripcion
3229;9.7;Sin descripcion
3230;7.1;Fragil
3231;5.5;Sin descripcion
3232;8.7;Fragil
3233;9.0;Fragil
3234;5.8;Fragil
3235;7.5;Sin descripcion
3236;2.8;Fragil
3237;1.4;Fragil
3238;10.6;Fragil
3239;3.3;Fragil
3240;2.9;Sin descripcion
3241;2.2;Fragil
3242;7.3;Sin descripcion
3243;8.9;Sin descripcion
3244;5.1;Sin descripcion
3245;1.0;Fragil
3246;8.0;Sin descripcion
3247;3.8;Fragil
3248;4.0;Fragil
3249;6.7;Sin descripcion
3250;10.0;Sin descripcion
3251;10.0;Fragil
3252;8.0;Sin descripcion
3253;4.8;Fragil
3254;5.5;Sin descripcion
3255;7.8;Fragil
3256;3.4;Sin descripcion
3257;8.4;Fragil
3258;5.7;Fragil
3259;6.3;Sin descripcion
3260;8.5;Fragil
3261;6.1;Fragil
3262;2.3;Sin descripcion
3263;7.3;Fragil
3264;1.0;Sin descripcion
3265;10.2;Sin descripcion
3266;9.3;Sin descripcion
3267;4.3;Fragil
3268;10.7;Fragil
3269;10.0;Sin descripcion
3270;6.7;Fragil
3271;8.5;Fragil
3272;5.5;Sin descripcion
3273;4.0;Fragil
3274;5.3;Sin descripcion
3275;1.1;Fragil
3276;5.8;Fragil
3277;3.7;Sin descripcion
3278;8.6;Fragil
3279;10.1;Fragil
3280;4.9;Sin descripcion
3281;2.3;Sin descripcion
3282;4.3;Sin descripcion
3283;7.9;Sin descripcion
3284;10.9;Sin descripcion
3285;4.7;Sin descripcion
3286;4.6;Sin descripcion
3287;2.3;Fragil
3288;9.0;Sin descripcion
3289;8.3;Fragil
3290;3.1;Fragil
3291;4.3;Sin descripcion
3292;6.7;Fragil
3293;1.3;Sin descripcion
3294;9.0;Fragil
3295;2.9;Fragil
3296;8.6;Sin descripcion
3297;1.6;Sin descripcion
3298;1.4;Sin descripcion
3299;4.1;Sin descripcion
3300;1.9;Fragil
3301;8.0;Sin descripcion
3302;1.8;Fragil
3303;3.8;Fragil
3304;1.5;Sin descripcion
3305;2.2;Sin descripcion
3306;8.2;Sin descripcion
3307;1.9;Sin descripcion
3308;10.5;Fragil
3309;4.5;Sin descripcion
3310;1.7;Fragil
3311;4.5;Sin descripcion
3312;10.6;Sin descripcion
3313;4.4;Fragil
3314;7.6;Fragil
3315;9.4;Fragil
3316;5.4;Fragil
3317;6.8;Sin descripcion
3318;8.3;Fragil
3319;2.7;Fragil
3320;6.9;Fragil
3321;5.2;Fragil
3322;9.2;Fragil
3323;9.6;Sin descripcion
3324;5.6;Sin descripcion
3325;2.0;Sin descripcion
3326;9.6;Fragil
3327;7.3;Sin descripcion
3328;10.5;Sin descripcion
3329;10.8;Sin descripcion
3330;4.9;Sin descripcion
3331;6.6;Fragil
3332;5.9;Fragil
3333;5.3;Fragil
3334;5.0;Sin descripcion
3335;10.6;Fragil
3336;8.4;Sin descripcion
3337;1.7;Sin descripcion
3338;3.8;Fragil
3339;2.4;Fragil
3340;1.8;Fragil
3341;10.4;Sin descripcion
3342;9.4;Sin descripcion
3343;10.4;Fragil
3344;1.6;Fragil
3345;3.3;Sin descripcion
3346;10.4;Sin descripcion
3347;6.2;Fragil
3348;8.6;Sin descripcion
3349;3.7;Sin descripcion
3350;7.9;Sin descripcion
3351;8.1;Sin descripcion
3352;4.8;Sin descripcion
3353;1.4;Fragil
3354;10.1;Sin descripcion
3355;7.4;Sin descripcion
3356;8.7;Sin descripcion
3357;5.1;Sin descripcion
3358;5.7;Fragil
3359;4.1;Sin descripcion
3360;3.1;Fragil
3361;3.9;Fragil
3362;6.7;Fragil
3363;10.0;Fragil
3364;6.4;Sin descripcion
3365;3.9;Fragil
3366;3.3;Fragil
3367;8.9;Fragil
3368;8.9;Sin descripcion
3369;9.7;Fragil
3370;8.0;Sin descripcion
3371;9.1;Sin descripcion
3372;5.5;Fragil
3373;2.6;Sin descripcion
3374;8.1;Fragil
3375;2.6;Fragil
3376;10.6;Fragil
3377;4.4;Sin descripcion
3378;8.3;Fragil
3379;8.5;Fragil
3380;3.0;Fragil
3381;2.1;Fragil
3382;6.4;Sin descripcion
3383;6.4;Sin descripcion
3384;8.6;Sin descripcion
3385;6.6;Fragil
3386;6.8;Sin descripcion
3387;2.7;Fragil
3388;6.0;Sin descripcion
3389;2.6;Sin descripcion
3390;8.4;Fragil
3391;1.0;Sin descripcion
3392;1.7;Sin descripcion
3393;8.2;Fragil
3394;2.2;Fragil
3395;9.8;Sin descripcion
3396;6.2;Fragil
3397;5.2;Fragil
3398;4.2;Fragil
3399;8.8;Sin descripcion
3400;9.8;Sin descripcion
3401;1.6;Fragil
3402;1.5;Fragil
3403;6.3;Sin descripcion
3404;3.8;Sin descripcion
3405;2.6;Fragil
3406;3.7;Fragil
3407;2.5;Sin descripcion
3408;10.3;Fragil
3409;3.2;Sin descripcion
3410;6.7;Sin descripcion
3411;10.7;Fragil
3412;4.8;Sin descripcion
3413;1.8;Fragil
3414;3.3;Sin descripcion
3415;6.2;Sin descripcion
3416;8.2;Sin descripcion
3417;3.0;Fragil
3418;1.8;Sin descripcion
3419;7.1;Fragil
3420;2.7;Fragil
3421;4.0;Sin descripcion
3422;2.3;Fragil
3423;1.8;Fragil
3424;4.8;Fragil
3425;1.1;Fragil
3426;7.5;Fragil
3427;8.7;Sin descripcion
3428;1.1;Fragil
3429;8.8;Sin descripcion
3430;4.0;Sin descripcion
3431;8.7;Fragil
3432;10.5;Sin descripcion
3433;10.2;Fragil
3434;3.3;Fragil
3435;10.1;Fragil
3436;9.9;Fragil
3437;2.7;Fragil
3438;2.2;Fragil
3439;4.8;Sin descripcion
3440;4.6;Sin descripcion
3441;1.5;Sin descripcion
3442;2.8;Sin descripcion
3443;6.6;Sin descripcion
3444;7.6;Sin descripcion
3445;8.8;Sin descripcion
3446;4.8;Fragil
3447;9.8;Fragil
3448;8.2;Fragil
3449;1.1;Fragil
3450;4.2;Sin descripcion
3451;5.2;Fragil
3452;10.4;Fragil
3453;2.8;Sin descripcion
3454;9.5;Sin descripcion
3455;2.3;Sin descripcion
3456;3.3;Fragil
3457;7.0;Sin descripcion
3458;10.4;Fragil
3459;7.5;Sin descripcion
3460;9.1;Sin descripcion
3461;9.2;Fragil
3462;3.0;Fragil
3463;3.9;Sin descripcion
3464;2.9;Fragil
3465;3.1;Sin descripcion
3466;3.2;Fragil
3467;6.3;Sin descripcion
3468;7.8;Fragil
3469;6.8;Fragil
3470;2.1;Fragil
3471;9.6;Sin descripcion
3472;6.6;Sin descripcion
3473;2.0;Sin descripcion
3474;9.2;Sin descripcion
3475;3.7;Sin descripcion
3476;8.9;Fragil
3477;10.7;Fragil
3478;5.1;Sin descripcion
3479;9.6;Sin descripcion
3480;6.7;Fragil
3481;10.9;Sin descripcion
3482;8.7;Sin descripcion
3483;7.1;Fragil
3484;8.6;Fragil
3485;2.6;Sin descripcion
3486;7.9;Fragil
3487;1.2;Sin descripcion
3488;3.2;Sin descripcion
3489;4.3;Fragil
3490;9.8;Fragil
3491;10.7;Sin descripcion
3492;2.9;Fragil
3493;8.9;Fragil
3494;4.4;Sin descripcion
3495;6.0;Fragil
3496;2.8;Sin descripcion
3497;1.2;Sin descripcion
3498;1.6;Fragil
3499;8.2;Sin descripcion
3500;6.8;Sin descripcion
3501;2.5;Sin descripcion
3502;2.3;Fragil
3503;5.6;Fragil
3504;6.6;Sin descripcion
3505;2.2;Sin descripcion
3506;3.4;Fragil
3507;4.8;Fragil
3508;5.0;Fragil
3509;3.7;Fragil
3510;6.6;Fragil
3511;6.4;Sin descripcion
3512;8.0;Fragil
3513;7.8;Fragil
3514;6.3;Fragil
3515;6.7;Sin descripcion
3516;8.2;Sin descripcion
3517;7.4;Fragil
3518;7.6;Sin descripcion
3519;2.7;Fragil
3520;3.8;Sin descripcion
3521;4.8;Fragil
3522;10.1;Fragil
3523;8.1;Sin descripcion
3524;6.6;Fragil
3525;7.9;Fragil
3526;5.1;Sin descripcion
3527;4.1;Fragil
3528;9.4;Fragil
3529;8.1;Sin descripcion
3530;5.0;Fragil
3531;4.5;Sin descripcion
3532;10.8;Sin descripcion
3533;3.0;Sin descripcion
3534;6.2;Fragil
3535;4.0;Fragil
3536;4.0;Fragil
3537;5.8;Fragil
3538;3.8;Fragil
3539;2.8;Fragil
3540;5.5;Fragil
3541;7.1;Fragil
3542;9.1;Fragil
3543;5.3;Fragil
3544;2.0;Sin descripcion
3545;5.7;Sin descripcion
3546;6.1;Fragil
3547;2.5;Fragil
3548;5.9;Fragil
3549;4.4;Fragil
3550;6.4;Sin descripcion
3551;3.7;Fragil
3552;1.6;Sin descripcion
3553;6.9;Sin descripcion
3554;3.1;Sin descripcion
3555;2.3;Sin descripcion
3556;10.8;Sin descripcion
3557;8.8;Sin descripcion
3558;5.5;Sin descripcion
3559;6.1;Fragil
3560;4.2;Sin descripcion
3561;2.8;Sin descripcion
3562;2.1;Fragil
3563;5.5;Fragil
3564;4.9;Sin descripcion
3565;2.1;Sin descripcion
3566;1.2;Fragil
3567;10.4;Sin descripcion
3568;10.6;Fragil
3569;1.5;Sin descripcion
3570;8.8;Fragil
3571;6.0;Sin descripcion
3572;10.9;Fragil
3573;7.1;Fragil
3574;1.8;Sin descripcion
3575;2.4;Sin descripcion
3576;4.1;Sin descripcion
3577;10.0;Fragil
3578;9.8;Fragil
3579;1.3;Fragil
3580;1.8;Fragil
3581;8.5;Sin descripcion
3582;7.8;Sin descripcion
3583;7.2;Fragil
3584;7.3;Sin descripcion
3585;6.2;Fragil
3586;6.3;Fragil
3587;4.8;Sin descripcion
3588;2.2;Sin descripcion
3589;10.7;Sin descripcion
3590;3.6;Fragil
3591;3.1;Sin descripcion
3592;2.6;Sin descripcion
3593;4.4;Fragil
3594;1.7;Sin descripcion
3595;7.7;Sin descripcion
3596;10.2;Fragil
3597;2.6;Fragil
3598;5.2;Fragil
3599;10.2;Fragil
3600;10.2;Fragil
3601;7.1;Sin descripcion
3602;1.3;Sin descripcion
3603;2.6;Sin descripcion
3604;8.9;Sin descripcion
3605;8.1;Sin descripcion
3606;5.8;Fragil
3607;8.2;Sin descripcion
3608;5.3;Fragil
3609;7.9;Fragil
3610;3.3;Sin descripcion
3611;1.2;Fragil
3612;1.8;Fragil
3613;6.0;Fragil
3614;5.4;Sin descripcion
3615;3.6;Sin descripcion
3616;9.0;Sin descripcion
3617;6.7;Fragil
3618;6.5;Fragil
3619;4.3;Fragil
3620;1.0;Fragil
3621;10.6;Fragil
3622;9.8;Fragil
3623;2.8;Fragil
3624;9.2;Fragil
3625;4.4;Sin descripcion
3626;3.7;Sin descripcion
3627;10.5;Sin descripcion
3628;1.7;Sin descripcion
3629;4.8;Fragil
3630;1.2;Sin descripcion
3631;2.1;Sin descripcion
3632;5.2;Sin descripcion
3633;5.5;Sin descripcion
3634;8.9;Fragil
3635;1.7;Sin descripcion
3636;1.2;Sin descripcion
3637;6.9;Fragil
3638;3.8;Sin descripcion
3639;7.7;Sin descripcion
3640;3.0;Fragil
3641;6.8;Sin descripcion
3642;5.8;Sin descripcion
3643;10.6;Sin descripcion
3644;6.4;Fragil
3645;10.5;Fragil
3646;4.9;Fragil
3647;8.3;Fragil
3648;7.5;Fragil
3649;5.4;Fragil
3650;4.9;Fragil
3651;3.8;Sin descripcion
3652;1.0;Sin descripcion
3653;1.1;Fragil
3654;4.6;Fragil
3655;4.7;Sin descripcion
3656;10.1;Fragil
3657;4.8;Sin descripcion
3658;6.3;Sin descripcion
3659;2.3;Fragil
3660;10.4;Fragil
3661;3.7;Sin descripcion
3662;3.5;Sin descripcion
3663;1.1;Sin descripcion
3664;1.0;Fragil
3665;4.4;Fragil
3666;7.8;Fragil
3667;1.1;Fragil
3668;10.5;Fragil
3669;3.2;Sin descripcion
3670;1.3;Sin descripcion
3671;5.6;Fragil
3672;1.4;Sin descripcion
3673;9.1;Fragil
3674;1.0;Fragil
3675;6.1;Fragil
3676;3.0;Fragil
3677;3.1;Sin descripcion
3678;10.5;Fragil
3679;9.3;Fragil
3680;5.3;Fragil
3681;10.0;Sin descripcion
3682;6.6;Fragil
3683;1.4;Sin descripcion
3684;5.1;Fragil
3685;1.6;Sin descripcion
3686;10.4;Sin descripcion
3687;2.9;Fragil
3688;10.7;Fragil
3689;5.4;Sin descripcion
3690;4.8;Fragil
3691;5.4;Fragil
3692;9.7;Sin descripcion
3693;8.9;Sin descripcion
3694;7.9;Fragil
3695;6.6;Sin descripcion
3696;10.6;Fragil
3697;9.0;Fragil
3698;7.1;Fragil
3699;8.4;Fragil
