id_producto;nombre;tipo;precio;numero_cajas
2866;SMÅGÖRA;living;220000;4
288;EKET;dormitorio;524800;4
2239;BRÅTHULT;living;940800;1
2719;THYGE;living;396000;5
837;IVAR;living;352000;5
1226;JULES;living;204000;2
345;ALGOT;dormitorio;407200;2
3125;NORDVIKEN / LEIFARNE;living;2532000;4
301;VITTSJÖ;dormitorio;316000;5
3355;HAVSTA;living;1908000;5
215;GRÖNLID;dormitorio;3416000;5
2928;GLASHOLM / ODDVALD;living;396000;4
3206;LINNMON / KRILLE;living;332000;2
2702;LÄTT;living;108000;1
1786;TROFAST;dormitorio;280000;4
1132;FLINTAN / NOMINELL;living;296000;5
3037;EKEDALEN / EKEDALEN;living;1876000;2
3431;KLACKBERG;living;28000;3
2509;FLOTTEBO;living;380800;5
2314;SÖDERHAMN;living;140000;3
289;BILLY;dormitorio;1208000;3
390;ALGOT;dormitorio;4800;4
789;BROR;dormitorio;300000;3
1851;SMÅGÖRA;dormitorio;476000;3
1760;MICKE;dormitorio;220800;5
440;EKET;dormitorio;500000;1
971;BILLSBRO;living;28000;2
2379;FÄRLÖV;living;636000;3
3353;NANNARP;living;32000;3
2912;BEKANT;living;4944000;5
1262;BUSKBO;living;460000;5
3118;EKEDALEN / ODGER;living;919200;1
1843;YPPERLIG;dormitorio;156000;1
588;BESTÅ;dormitorio;108000;3
589;SVALNÄS;dormitorio;528000;5
462;HAVSTA;dormitorio;556000;1
27;HENRIKSDAL;living;556000;5
2035;KUNGSHOLMEN;living;249119;3
2639;MICKE;living;140000;1
1180;LEIFARNE;living;196000;1
1028;BEKANT;living;831200;5
3397;BESTÅ;living;108000;4
1789;FLISAT;dormitorio;359200;4
1707;NORDLI;dormitorio;848000;4
2789;BEKANT;living;39200;4
2785;GERTON;living;316000;3
985;KALLVIKEN;living;108000;1
2266;KIVIK;living;1756000;2
1549;NORRÅKER / NORRARYD;living;732000;3
2184;HEMNES;living;1116000;4
3294;BESTÅ;living;872000;1
479;EKET;dormitorio;1616000;5
1926;GONATT;dormitorio;876000;4
1148;BLECKBERGET;living;200000;2
3103;STENSELE / RÖNNINGE;living;912000;5
3275;BRIMNES;living;476000;5
327;KALLAX;dormitorio;316000;1
3005;MÖRBYLÅNGA / LEIFARNE;living;2460000;2
3700;Tira LED 5 metros;iluminacion;19990;3
1473;LANEBERG / KARLJAN;living;956000;1
2950;BEKANT;living;1035200;3
2175;ELVARLI;dormitorio;984800;3
2964;ÅMLIDEN / KRILLE;living;476000;2
1809;STUVA / FRITIDS;dormitorio;300000;5
1284;LÅNGFJÄLL;living;556000;5
616;EKET;dormitorio;12000;2
3486;PAX;dormitorio;640000;1
2207;ANGERSBY;living;596000;5
830;BRUSALI;living;300000;1
1773;TROGEN;dormitorio;71200;2
270;SVALNÄS;dormitorio;216000;2
534;BAGGANÄS;dormitorio;17600;4
2214;KLIPPAN;living;796000;1
2891;MELLTORP / TEODORES;living;463200;1
3053;EKEDALEN / EKEDALEN;living;1312000;3
929;HÄLLAN;living;220000;3
2752;BRÄDA;living;12000;2
1199;KARLJAN;living;100000;3
1045;GALANT;living;1216000;3
362;EKET;dormitorio;212000;3
3409;BESTÅ;living;48000;2
1866;TROFAST;dormitorio;292000;4
3244;RÅSHULT;living;100000;5
2671;FJÄLLBO;living;236000;1
1977;ASKHOLMEN;living;372000;4
3328;VITTSJÖ;living;828000;3
3384;UPPLEVA;living;116000;1
2255;GAMLEHULT;living;260000;4
544;KALLAX;dormitorio;492000;2
1718;NORDLI;dormitorio;1264000;4
2595;GRÖNLID;living;240000;3
2357;EKTORP;living;516000;3
1691;NORDLI;dormitorio;976000;2
3510;PAX / FORSAND/VIKEDAL;dormitorio;1208000;1
1211;ULRIKSBERG;living;356000;3
3483;PAX;dormitorio;692000;1
3311;MOSTORP;living;333600;4
2885;LINNMON / ADILS;living;140000;5
2898;MÖRBYLÅNGA;living;1996000;1
3043;NORDEN / RÅSKOG;living;853600;3
2925;BJURSTA;living;956000;4
1060;IDÅSEN;living;1000000;2
1428;LISABO / ODGER;living;1500000;3
101;MARKERAD;dormitorio;384000;3
1923;STUVA / FRITIDS;dormitorio;300000;5
442;SKUBB;dormitorio;39200;5
3184;MÖRBYLÅNGA / BERNHARD;living;5572000;3
2354;GENEVAD;living;2157600;3
2422;FLOTTEBO;living;1340800;3
2153;MASTHOLMEN;living;583200;2
246;STUVA / FRITIDS;dormitorio;796000;5
3434;ENERYDA;living;28000;3
738;BROR;dormitorio;72000;5
2606;KIVIK;living;760000;1
56;NEIDEN;dormitorio;159200;4
1897;TROFAST;dormitorio;220000;2
570;BILLY / OXBERG;dormitorio;1432000;4
2945;FLISAT;living;359200;1
1661;PLATSA;dormitorio;399200;3
2005;ÄPPLARÖ;living;247200;2
879;GUBBARP;living;2400;1
298;BILLY / OXBERG;dormitorio;732000;5
751;BILLY / MORLIDEN;dormitorio;1416000;2
2644;LACK;living;119200;3
2526;GRÖNLID;living;440000;5
3305;BESTÅ;living;792000;4
1625;KULLEN;dormitorio;239200;1
692;HAVSTA;dormitorio;2384000;4
2372;GRÖNLID;living;160000;3
2584;HAVSTEN;living;3140000;4
1772;ÖRFJÄLL;dormitorio;156000;5
2565;POÄNG;living;120000;2
3140;HILVER;living;596000;3
3496;VISTHUS;dormitorio;1316000;5
223;SLÄKT;dormitorio;60000;4
161;SUFFLETT;dormitorio;68000;1
26;EKEDALEN;living;636800;2
1991;SKARPÖ;living;143200;2
3274;LACK;living;199200;5
2829;SUNDVIK;living;112000;5
3212;NORDVIKEN / NORDVIKEN;living;1916000;1
3596;ELVARLI;dormitorio;1740800;1
3591;BRYGGJA;dormitorio;636000;4
2947;GERTON;living;64000;1
3028;STENSELE;living;440000;3
1793;VIMUND;dormitorio;239200;1
1755;SLÄKT;dormitorio;340000;2
798;ALGOT;dormitorio;196000;4
1022;EKET;living;898400;4
1029;BEKANT;living;960000;3
2633;SKÅDIS;living;64000;5
2373;EKTORP;living;80000;5
758;BOTTNA;dormitorio;52000;2
13;FREKVENS;living;141600;2
2251;SÖDERHAMN;living;939200;2
3368;ENERYDA;living;17600;5
237;GRÖNLID;dormitorio;4888000;5
89;NORDLI;dormitorio;1832000;4
2735;JOKKMOKK;living;439200;2
2383;BRÅTHULT;living;200000;2
2171;KALLAX;dormitorio;596000;5
2211;VIMLE;living;1120000;1
690;IVAR;dormitorio;398400;4
234;VIMLE;dormitorio;2684000;4
1715;NORDLI;dormitorio;1056000;3
3082;BEKANT;living;2643200;1
3364;BESTÅ;living;816000;1
3064;KLIMPEN;living;396000;1
1624;MALM;dormitorio;340000;3
2442;VIMLE;living;1268000;4
2537;HAVSTEN;living;2380000;4
168;KURA;dormitorio;119200;3
463;EKET;dormitorio;60000;3
3712;Tubo LED RGB;iluminacion;10990;5
716;EKET;dormitorio;60000;2
3481;PLATSA;dormitorio;342400;5
1387;ANTILOP;living;16000;5
1967;KROKHOLMEN;living;140000;5
1825;POÄNG;dormitorio;36000;5
3570;PAX;dormitorio;3020000;1
2067;YTTERÖN;living;21600;5
2837;MÖJLIGHET;living;12000;1
1352;IKEA PS 2012 / JANINGE;living;1436000;1
1206;LÅNGFJÄLL;living;476000;5
2913;MÖCKELBY / HENRIKSDAL;living;3412000;5
3554;PAX;dormitorio;5268000;5
2045;SOLLERÖN;living;2564800;3
2265;GRÄLVIKEN;living;1596000;3
2876;SANDARED;living;356000;5
2168;ELVARLI;dormitorio;352000;2
2111;SJÄLLAND;living;808000;2
3146;FREKVENS;living;212000;4
3702;Tubo LED T5;iluminacion;8990;8
1250;HENRIKSDAL;living;236000;3
1803;ÖRFJÄLL;dormitorio;156000;3
2577;VIMLE;living;3100000;2
3323;PLATSA;living;324000;1
554;BILLY / BOTTNA;dormitorio;188000;2
3147;TOMMARYD;living;476000;2
2870;NYBODA;living;220000;3
2178;LIATORP;living;356000;3
2672;PÅHL;living;360000;4
2842;LINNMON / OLOV;living;300000;1
1930;TROFAST;dormitorio;156000;3
2075;SJÄLLAND;living;2108800;1
3057;SKARSTA;living;876000;3
850;BILLY;living;412800;2
1201;HENRIKSDAL;living;236000;4
1096;NORRÅKER;living;116000;4
329;BILLY;dormitorio;40000;5
2619;VIMLE;living;2356000;1
2268;GRÖNLID;living;4792000;3
3564;PAX;dormitorio;772000;1
3298;BESTÅ;living;1360000;2
2119;KUDDARNA;living;39200;4
1998;ÄPPLARÖ;living;2372000;5
1408;INGATORP / INGOLF;living;1380000;2
1827;TROFAST;dormitorio;208000;5
144;SLÄKT;dormitorio;1008000;2
2693;KULLEN;living;71200;4
944;LAPPVIKEN;living;25200;5
2922;LINNMON / LERBERG;living;140000;3
3556;VISTHUS;dormitorio;716000;3
3440;ÖSTERNÄS;living;56000;3
968;ENERYDA;living;28000;1
3027;NORDVIKEN / NORRARYD;living;2028000;3
156;FYRESDAL;dormitorio;911200;2
2002;KUDDARNA;living;36000;4
3659;PAX;dormitorio;3100000;2
658;EKET;dormitorio;200000;3
2558;KIVIK;living;2848000;5
3280;BRIMNES;living;1308000;3
845;LIXHULT;living;327200;4
3636;PLATSA;dormitorio;1436800;1
512;GLASSVIK;dormitorio;140000;3
2738;LINNMON / LERBERG;living;140000;3
1909;TROFAST;dormitorio;24000;2
1968;ÄPPLARÖ;living;204000;4
2557;GRÖNLID;living;2160000;4
3583;PAX;dormitorio;1280000;4
2146;KUDDARNA;living;23200;4
1735;MAMMUT;dormitorio;119200;5
3408;SINDVIK;living;120000;1
2173;BEKANT;dormitorio;285600;3
170;DELAKTIG;dormitorio;1996000;5
2889;LERHAMN;living;471200;2
2700;LINNMON / ADILS;living;188000;2
3052;IDÅSEN;living;360000;4
2843;VÄDRA;living;76000;4
3469;PAX;dormitorio;1208000;2
3633;ELVARLI;dormitorio;1303200;2
1886;ANTILOP;dormitorio;16000;4
825;IVAR;living;276000;1
606;BESTÅ;dormitorio;1459600;3
3456;HACKÅS;living;40000;5
3629;PAX / AULI;dormitorio;1552000;4
2998;BEKANT;living;3392000;2
2942;EKET;living;75200;5
2358;KIVIK;living;4756000;3
2457;EKENÄS;living;316000;2
2186;HAVSTA;living;396000;1
2475;LIDHULT;living;280000;4
1838;TROFAST;dormitorio;316000;2
2614;HÄSSELBY;living;236000;4
2810;RESÖ;living;164000;1
1705;NORDLI;dormitorio;160000;3
3622;PAX;dormitorio;1700000;1
1254;SUNNEA;living;17600;2
1142;NOLMYRA;living;140000;1
2679;STOCKHOLM;living;796000;1
896;BESTÅ;living;1044000;5
1620;BRIMNES;dormitorio;356000;1
3058;IKEA PS 2012;living;716000;5
2218;SANDBACKEN;living;940800;1
3345;BESTÅ;living;80000;1
3532;PAX;dormitorio;3896000;4
684;BILLSBRO;dormitorio;39200;1
1759;BUSA;dormitorio;39200;4
1275;VIPPÄRT;living;23200;4
3080;MÖRBYLÅNGA / VOLFGANG;living;3796000;5
1109;RÖNNINGE;living;276000;5
2018;KUNGSHOLMEN;living;2234240;2
2330;DELAKTIG;living;80000;1
3300;BESTÅ;living;1412000;5
3406;KALLVIKEN;living;108000;1
3071;STENSELE;living;360000;3
2551;NYHAMN;living;360000;2
1952;ÄPPLARÖ;living;356000;4
3705;Reflector LED 50W;iluminacion;15990;4
3501;PAX;dormitorio;1280000;1
1116;SVENBERTIL;living;220000;5
3533;TYSSEDAL;dormitorio;1316000;4
2210;SÖDERHAMN;living;3948000;3
583;ALGOT;dormitorio;8000;5
931;GALANT;living;2036000;4
1912;ANTILOP;dormitorio;20000;2
3575;ELVARLI;dormitorio;355200;4
2821;BEKANT;living;1111200;3
900;BESTÅ;living;2384000;3
2659;GLADOM;living;156000;3
333;IVAR;dormitorio;336000;3
1123;BINGSTA;living;476000;2
3446;BILLSBRO;living;39200;2
3419;BESTÅ;living;20000;1
2129;SOLLERÖN;living;396000;5
3373;LAPPVIKEN;living;44000;5
2669;LINNMON / ALEX;living;744000;4
2427;VIMLE;living;560000;1
1502;NORRÅKER / RÖNNINGE;living;1580800;1
1174;LOBERGET / SIBBEN;living;76000;4
2934;INGATORP / INGOLF;living;2180000;2
2270;LANDSKRONA;living;2796000;3
31;HENRIKSDAL;living;348000;4
3350;STUBBARP;living;28000;3
2663;LINNMON / GODVIN;living;148000;2
3725;Tubo LED T8 120cm;iluminacion;9990;6
1633;NIKKEBY;dormitorio;236000;3
208;SANDBACKEN;dormitorio;1472800;5
3351;BESTÅ;living;1896000;5
2499;GRÖNLID;living;1008000;3
3139;LANEBERG / EKEDALEN;living;1276000;3
1056;STOCKVIKEN;living;168000;2
396;IVAR;dormitorio;500000;2
2541;VIMLE;living;692000;5
1467;FÄRLÖV;living;956800;4
1204;HEMNES;living;396000;1
3154;LINNMON / KRILLE;living;308000;2
2368;NORSBORG;living;224000;5
3045;VANGSTA;living;396000;1
2421;VALLENTUNA;living;176000;1
1798;TROFAST;dormitorio;8000;1
1973;VÄDDÖ;living;381600;2
3074;STENSELE;living;360000;4
274;BILLY;dormitorio;116000;1
2835;LINNMON;living;12000;2
1192;MALINDA;living;20000;3
2628;MELLTORP;living;159200;2
476;BILLY / MORLIDEN;dormitorio;252000;3
1440;EKEDALEN / EKEDALEN;living;1356000;2
1949;GÅRÖ / FREDÖN;living;451200;2
3252;TORNVIKEN;living;1196000;3
410;BILLY / GNEDBY;dormitorio;752000;5
3079;INGATORP / INGATORP;living;2180000;5
1791;TROFAST;dormitorio;24000;2
847;EKET;living;496000;2
478;KALLAX;dormitorio;596000;3
2990;IDÅSEN;living;1272000;5
560;IVAR;dormitorio;489600;5
3106;NORDVIKEN / LEIFARNE;living;2532000;4
3445;NOTVIKEN;living;92000;2
2820;KNOTTEN;living;444800;4
1722;NORDLI;dormitorio;192000;5
3603;PAX;dormitorio;1552000;3
2486;LIDHULT;living;796000;4
2223;EKTORP;living;2716000;4
1924;TROFAST;dormitorio;160000;2
2587;GRÖNLID;living;860000;3
1368;HAVSTEN;living;976000;2
2112;FRÖSÖN;living;28000;2
2191;BESTÅ;living;1456000;3
865;ERIK;living;476000;1
1723;NORDLI;dormitorio;784000;3
1940;TROFAST;dormitorio;20000;1
454;SVALNÄS;dormitorio;36000;2
2198;IDÅSEN;living;1196000;2
2020;FEJAN;living;47200;5
2673;LOMMARP;living;436000;2
2217;SÖDERHAMN;living;2496000;4
429;BESTÅ;dormitorio;616000;3
3007;EKEDALEN / BERNHARD;living;4372000;3
2195;HAVSTA;living;796000;2
821;BILLY / OXBERG;living;308000;3
1641;SONGESAND;dormitorio;396000;5
2892;LISABO;living;236000;2
3190;LINNMON / TORSKLINT;living;460000;2
323;BESTÅ / EKET;dormitorio;1375200;1
3387;KALLVIKEN;living;136000;5
1728;POÄNG;dormitorio;143200;4
2863;TOMMARYD;living;556000;1
1839;TROFAST;dormitorio;8000;5
3208;MÖRBYLÅNGA / BERNHARD;living;4220000;3
108;LURÖY;dormitorio;80000;2
2165;KALLAX;dormitorio;580000;1
3089;MÖRBYLÅNGA / ODGER;living;2780000;3
164;HEMNES;dormitorio;1668000;3
2909;TORSKLINT;living;80000;4
3262;VADHOLMA;living;320000;1
2658;RÅSKOG;living;151200;4
2292;VALLENTUNA;living;32000;2
1713;NORDLI;dormitorio;848000;4
2267;KIVIK;living;4116000;2
1956;ÄPPLARÖ;living;307200;5
2431;DELAKTIG;living;1880000;3
1454;STUVA / FÖLJA;living;308000;3
1988;ÄPPLARÖ;living;1568800;1
3525;PAX;dormitorio;2292000;1
3331;BESTÅ;living;20000;1
3644;ELVARLI;dormitorio;1576000;1
977;LIXHULT;living;396000;4
162;KURA;dormitorio;140000;5
2660;FJÄLLBO;living;236000;3
2783;LERBERG;living;36000;1
1476;GRÖNLID;living;956000;1
1526;NORRÅKER / NORRARYD;living;732000;2
2159;MAMMUT;living;103200;1
1176;POÄNG;living;143200;2
2455;LANDSKRONA;living;6796000;1
1738;MAMMUT;dormitorio;47200;2
3188;NORRÅKER / NORRARYD;living;1308800;1
1170;ÖRFJÄLL;living;156000;1
2686;BURVIK;living;103200;2
1938;TROFAST;dormitorio;120000;1
3537;PAX;dormitorio;5116000;3
1867;STUVA / FRITIDS;dormitorio;796000;1
2250;GRÖNLID;living;1436000;2
843;HAVSTA;living;740000;3
3084;ÅMLIDEN;living;236000;4
883;HAVSTA;living;780000;4
2287;BRÅTHULT;living;1592800;1
3520;PAX;dormitorio;1960000;4
2353;EKTORP;living;556000;2
2466;VIMLE;living;180000;2
1347;HENRIKSDAL;living;556000;2
1288;UTTER;living;20000;2
2021;ÄPPLARÖ;living;433600;2
618;HACKÅS;dormitorio;40000;4
2730;LJUV;living;380000;4
2017;HAVSTEN;living;2380000;2
3709;Tubo LED T12;iluminacion;4990;8
2492;GRÖNLID;living;4888000;4
676;BILLSBRO;dormitorio;55200;1
304;VILTO;dormitorio;220000;2
376;BESTÅ;dormitorio;740000;3
1478;INGATORP / INGOLF;living;2412000;4
1881;STUVA / FRITIDS;dormitorio;340000;4
633;IVAR;dormitorio;36000;4
871;GALANT;living;4232000;1
2495;GRÖNLID;living;1288000;2
408;SVALNÄS;dormitorio;496000;4
2448;NORSBORG;living;64000;4
2965;BEKANT;living;700000;1
3463;PLATSA;dormitorio;713600;3
3271;BESTÅ / EKET;living;1262400;2
2291;VIMLE;living;1596000;1
1191;NISSE;living;39200;5
2307;FLOTTEBO;living;1276800;4
2434;VALLENTUNA;living;1840000;1
1604;HELMER;dormitorio;140000;3
1343;AGAM;living;156000;5
1171;VEDBO;living;780000;4
2926;KALLAX;living;604000;1
320;KALLAX;dormitorio;92000;4
641;ALGOT;dormitorio;366400;2
2261;FÄRLÖV;living;2076000;3
1935;LANGUR;dormitorio;44000;5
720;KLIMPEN;dormitorio;276000;3
2324;TULLSTA;living;116000;3
973;GALANT;living;3632000;3
3455;HISHULT;living;28000;3
3523;PLATSA;dormitorio;1248000;4
1670;NORDLI;dormitorio;368000;4
176;PLATSA;dormitorio;1288800;2
3670;PAX / VINTERBRO;dormitorio;3512000;4
2000;MASTHOLMEN;living;1692000;3
3713;Panel LED 62x62;iluminacion;39990;2
2586;VIMLE;living;1024000;5
3543;PAX;dormitorio;2832000;4
3711;Reflector LED 100W;iluminacion;44990;2
2062;HAVSTEN;living;1736000;2
2248;LANDSKRONA;living;3036000;5
413;BROR;dormitorio;356000;4
3187;STENSELE / NORRARYD;living;1072000;1
80;PLATSA;dormitorio;2080400;5
1439;MELLTORP / NISSE;living;237600;4
3036;GULLIVER;living;636000;2
1050;BILLSBRO;living;36000;4
2701;MALM;living;516000;1
2884;HILVER;living;80000;1
3291;MOSJÖ;living;140000;3
2759;GUALÖV;living;220000;2
1913;LANGUR;dormitorio;276000;5
1436;FUSION;living;956800;3
1695;NORDLI;dormitorio;192000;3
3657;ELVARLI;dormitorio;1264800;2
1162;JOKKMOKK;living;63360;2
1001;BESTÅ;living;2184000;3
2610;HOLMSUND;living;396000;4
2004;INNAMO;living;85920;5
1040;ORRNÄS;living;13600;1
3515;STUVA / FRITIDS;dormitorio;664000;1
1197;DAGOTTO;living;55200;2
2549;VIMLE;living;1592000;3
2635;MICKE;living;220800;5
2489;VIMLE;living;432000;4
2128;HAVSTEN;living;308000;1
3489;PLATSA;dormitorio;1836800;5
1395;MÄSTERBY;living;116000;5
2917;VIKHAMMER;living;316000;4
2445;LIDHULT;living;6592000;3
2827;TRULSTORP;living;516000;4
2596;LIDHULT;living;4648000;4
1681;NORDLI;dormitorio;304000;4
1303;KARLHUGO;living;476000;4
2189;IKEA PS;living;340000;5
3320;HAVSTA;living;3340000;4
3135;MELLTORP / TEODORES;living;399200;3
3035;EKEDALEN;living;796000;3
2432;VIMLE;living;6212000;1
2966;LINNMON / OLOV;living;332000;2
2149;LÄCKÖ;living;119200;1
3642;PAX;dormitorio;2529600;3
3650;PAX;dormitorio;3124000;2
2721;LINNMON / LALLE;living;308000;4
1654;NORDLI;dormitorio;1488000;5
3120;LINNMON / TORSKLINT;living;367200;1
2493;GRÖNLID;living;812000;4
745;BESTÅ;dormitorio;972000;5
470;JONAXEL;dormitorio;136000;1
1804;STUVA / FRITIDS;dormitorio;980000;1
2957;KLIMPEN;living;1828000;5
3608;PAX / VIKEDAL;dormitorio;2352000;4
1140;GUNDE;living;24000;2
540;ALGOT;dormitorio;343200;4
1939;TROFAST;dormitorio;256000;1
186;BRÅTHULT;dormitorio;1592800;4
2603;VALLENTUNA;living;3337600;1
2641;LINDVED;living;68000;5
3604;PLATSA;dormitorio;573600;2
1606;LENNART;dormitorio;39200;4
2568;VIMLE;living;3208000;5
2773;LINNMON / ODDVALD;living;204000;1
2037;MAMMUT;living;47200;4
824;BRUSALI;living;476000;5
444;BROR;dormitorio;516000;1
300;FINNBY;dormitorio;119200;4
11;INGOLF;living;316000;3
967;BESTÅ;living;476000;5
702;BILLY;dormitorio;16000;4
3310;HAVSTA;living;796000;4
3319;BESTÅ;living;1459600;3
1815;PÅHL;dormitorio;260000;4
2491;GRÖNLID;living;2000000;4
576;BILLY / OXBERG;dormitorio;1256000;5
3718;Lámpara de techo LED 60W;iluminacion;14990;3
1739;MAMMUT;dormitorio;23200;5
483;JONAXEL;dormitorio;160000;1
1521;MELLTORP / JANINGE;living;879200;2
1220;NILSERIK;living;156000;4
2728;HOL;living;180000;3
3615;PAX;dormitorio;3108000;3
387;ENETRI;dormitorio;329600;1
2269;GRÖNLID;living;1116000;4
1643;KLIMPEN;dormitorio;160000;3
3230;MÖRBYLÅNGA / BERNHARD;living;4220000;3
1864;ANTILOP;dormitorio;12800;4
3696;Tubo LED T8;iluminacion;12990;5
1309;HENRIKSDAL;living;32000;2
2256;SÖDERHAMN;living;1592000;1
951;IDÅSEN;living;1196000;4
1512;EKEDALEN / EKEDALEN;living;1876000;4
72;NESTTUN;dormitorio;476000;4
140;NYHAMN;dormitorio;480000;5
2201;SÖDERHAMN;living;1040000;4
2963;BEKANT;living;4822400;5
2895;MELLTORP / NISSE;living;237600;4
3171;NORDVIKEN;living;796000;1
1602;JONAXEL;dormitorio;108000;2
558;BESTÅ;dormitorio;20000;3
2916;INGATORP;living;556000;2
1763;TROFAST;dormitorio;156000;1
1747;FLISAT;dormitorio;279200;2
3207;ÅMLIDEN / ALVARET;living;540000;4
1873;STUVA / FRITIDS;dormitorio;664000;4
202;NYHAMN;dormitorio;1036000;2
1129;PELLO;living;156000;1
3111;MÖCKELBY / HENRIKSDAL;living;3412000;4
264;HYLLIS;dormitorio;47200;2
2546;GRÖNLID;living;3840000;5
2803;TINGBY;living;159200;5
151;LYCKSELE LÖVÅS;dormitorio;396000;2
1064;LIXHULT;living;229600;2
1235;HENRIKSDAL;living;40000;2
1152;FLINTAN;living;196000;1
2850;MELLTORP / MARIUS;living;119200;1
2435;VALLENTUNA;living;2710400;2
530;BERGHALLA;dormitorio;17600;5
877;FABRIKÖR;living;540800;2
1911;TROFAST;dormitorio;8000;3
1244;BEKVÄM;living;116000;2
3116;RYDEBÄCK/BACKARYD / JANINGE;living;1116000;3
3124;BEKANT;living;800000;5
1267;HAVSTEN;living;860000;2
611;BAGGANÄS;dormitorio;28000;3
905;LIXHULT;living;290400;5
3386;BILLSBRO;living;20000;2
3321;BESTÅ / EKET;living;1175200;1
2793;ARKELSTORP;living;476000;5
3049;LINNMON / KRILLE;living;308000;2
2608;NOCKEBY;living;120000;3
1907;BLÅMES;dormitorio;300000;3
546;BESTÅ / EKET;dormitorio;1175200;4
655;BROR;dormitorio;1236000;4
759;IVAR;dormitorio;836000;5
2485;VIMLE;living;2012000;5
1672;JONAXEL;dormitorio;128000;3
3607;PAX / GRIMO/VIKEDAL;dormitorio;3384000;2
2602;GRÖNLID;living;668000;3
1842;TROFAST;dormitorio;328000;4
3286;LAPPLAND;living;556000;3
1597;NORDVIKEN / NORRARYD;living;2028000;5
2689;TOFTERYD;living;636000;2
207;SUNDVIK;dormitorio;556000;4
474;BESTÅ;dormitorio;636000;5
2856;GODVIN;living;20000;2
1979;STACKHOLMEN;living;100000;4
2852;MELLTORP / NISSE;living;157600;1
662;ENERYDA;dormitorio;28000;3
1326;MÖRBYLÅNGA / BALTSAR;living;4852000;5
2102;SOLLERÖN;living;1929600;1
3555;ELVARLI;dormitorio;3302400;2
1233;FRANKLIN;living;103200;2
310;JONAXEL;dormitorio;108000;5
322;KALLAX;dormitorio;360000;5
1726;NORDLI;dormitorio;1056000;5
167;PLATSA;dormitorio;1730800;4
2026;ÄPPLARÖ;living;140000;5
1138;MARIUS;living;20000;5
849;BESTÅ;living;836000;5
181;SLÄKT;dormitorio;236000;1
2279;STOCKSUND;living;276000;1
2570;VIMLE;living;620000;4
353;EKET;dormitorio;348000;5
1081;BEKANT;living;1080000;3
1591;MÖRBYLÅNGA / VOLFGANG;living;3036000;4
3667;PLATSA;dormitorio;1428400;2
468;EKET;dormitorio;300000;4
2854;SUNDVIK;living;636800;4
533;BESTÅ;dormitorio;1256000;1
2406;GRÖNLID;living;680000;3
2983;MARKERAD;living;669600;1
2336;NYHAMN;living;140000;2
3645;PAX;dormitorio;2088000;4
2779;VIGGJA;living;79200;1
2469;LYCKSELE MURBO;living;1236000;5
1253;STUVA / FRITIDS;living;316000;2
3152;EKEDALEN / EKEDALEN;living;1356000;4
3551;PAX;dormitorio;472000;4
2187;EKET;living;496000;1
867;BESTÅ;living;136000;3
3580;PAX;dormitorio;4772000;2
942;HÄLLAN;living;1260000;4
3692;ELVARLI;dormitorio;2196000;3
626;IVAR;dormitorio;36000;5
2303;EKOLSUND;living;200000;4
1609;SONGESAND;dormitorio;556000;4
2805;LISTERBY;living;556000;4
1151;INGOLF;living;140000;1
2293;MARKERAD;living;873600;1
1696;NORDLI;dormitorio;304000;2
747;IVAR;dormitorio;196000;2
466;BESTÅ;dormitorio;728000;4
2061;MAMMUT;living;47200;1
2320;SÖDERHAMN;living;2220000;1
3612;PAX;dormitorio;2360000;1
2294;KIVIK;living;2596000;5
1184;NILSOVE / NORNA;living;339200;4
2452;VIMLE;living;152000;1
2097;DUVHOLMEN;living;12000;5
2300;NORSBORG;living;5424000;1
1550;NORRÅKER / NORRÅKER;living;1012800;4
767;IVAR;dormitorio;316000;5
673;SVALNÄS;dormitorio;1464000;3
2398;GRÖNLID;living;2876000;1
1891;STUVA / FÖLJA;dormitorio;660000;3
3581;PAX / BERGSBO;dormitorio;1800000;2
3417;BILLSBRO;living;12000;2
713;VITTSJÖ;dormitorio;632000;1
2458;VIMLE;living;648000;2
484;EKET;dormitorio;63200;3
1669;STUVA / FRITIDS;dormitorio;584000;5
2139;KUDDARNA;living;39200;1
3519;PAX;dormitorio;2184000;1
482;BESTÅ;dormitorio;20000;3
3041;LANEBERG;living;556000;4
3336;BESTÅ;living;688000;3
518;EKET;dormitorio;835200;3
2944;LINNMON / OLOV;living;228000;3
3293;FJÄLLBO;living;872000;4
1038;BILLSBRO;living;28000;3
2847;LINNMON / ALEX;living;392000;3
834;LIATORP;living;1036000;5
1179;POÄNG;living;632000;2
1653;PLATSA;dormitorio;364800;4
2008;VÄDDÖ;living;88800;1
2066;ASKHOLMEN;living;103200;5
2242;NORSBORG;living;1616000;3
1947;TROFAST;dormitorio;12000;1
2799;KRAGSTA;living;476000;1
431;IVAR;dormitorio;620000;4
2974;LINNMON / KRILLE;living;380000;1
2397;LIDHULT;living;6228000;4
192;VALLENTUNA;dormitorio;3590400;4
2024;FANBYN;living;236000;4
2924;BEKANT;living;1004000;5
3114;BEKANT;living;1820000;2
2682;MELLTORP / ADDE;living;287200;3
3198;EKEDALEN / ODGER;living;2212000;4
1883;TROFAST;dormitorio;124000;1
2081;SOLLERÖN;living;990400;3
1125;LOBERGET / BLYSKÄR;living;124000;3
2396;GRÖNLID;living;136000;3
1400;LANEBERG / EKEDALEN;living;1276000;5
2099;SJÄLLAND;living;284800;4
